"[VC] End-to-End Delay FinalTask.Professor.app[0] ($time=2000, #0 - Reduced_Buffer_Size-0-20200830-21:01:57-3836)",
1.118740990821,1.07874099082099972
1.120187990821,1.040187990820999881
1.121634990821,1.001634990821000045
1.123081990821,0.963081990820999985
1.124528990821,0.924528990820999926
1.125975990821,0.885975990820999866
1.127422990821,0.847422990821000028
1.128869990821,0.80886999082099997
1.130316990821,0.77031699082099991
1.131763990821,0.731763990820999851
1.133210990821,0.693210990821000013
1.134657990821,0.654657990820999955
1.136104990821,0.616104990820999896
1.137551990821,0.577551990820999836
1.138998990821,0.538998990820999998
1.140445990821,0.50044599082099994
1.141892990821,0.46189299082099999
1.143339990821,0.423339990820999931
1.144786990821,0.384786990820999984
1.146233990821,0.346233990820999925
1.147680990821,0.307680990820999976
1.149127990821,0.269127990820999917
1.150574990821,0.230574990820999968
1.152021990821,0.192021990820999965
1.153468990821,0.153468990820999961
1.154915990821,0.114915990820999985
1.156362990821,0.076362990820999981
1.182334627271,0.062334627270999989
1.222334627271,0.062334627270999989
1.262334627271,0.062334627270999989
1.302334627271,0.062334627270999989
1.342334627271,0.062334627270999989
1.382334627271,0.062334627270999989
1.422334627271,0.062334627270999989
1.462334627271,0.062334627270999989
1.502334627271,0.062334627270999989
1.542334627271,0.062334627270999989
1.582334627271,0.062334627270999989
1.622334627271,0.062334627270999989
1.662334627271,0.062334627270999989
1.707186108885,0.067186108884999984
1.742334627271,0.062334627270999989
1.782334627271,0.062334627270999989
1.829215381554,0.069215381554000004
1.862334627271,0.062334627270999989
1.902334627271,0.062334627270999989
1.94947146506,0.069471465059999986
2.00517046506,0.085170465060000005
2.03525046506,0.075250465059999993
2.064986512072,0.064986512071999985
2.123699512072,0.083699512071999992
2.194468512072,0.114468512071999983
2.239618512072,0.119618512071999998
2.277233512072,0.117233512072
2.402254512072,0.122254512071999998
2.426306512072,0.10630651207199998
2.427753512072,0.067753512072000004
2.462334627271,0.062334627270999989
